Naive,32,0.482070,0.324679,0.912592
Naive,48,0.468366,0.326018,0.800824
Naive,64,0.467984,0.331769,0.884818
Naive,128,0.468401,0.332263,0.877589
Naive,238,0.475536,0.328885,0.977466
Naive,512,0.465743,0.320800,0.793656
Naive,1024,0.465899,0.321448,0.743595
Transpose,32,0.385051,0.296279,0.650525
Transpose,48,0.427375,0.302717,0.591229
Transpose,64,0.332061,0.295617,0.644998
Transpose,128,0.330192,0.294808,0.629742
Transpose,238,0.423009,0.296822,0.543067
Transpose,512,0.330217,0.294813,0.631975
Transpose,1024,0.329576,0.294090,0.628497
Shmem,32,0.295594,0.259759,0.602882
Shmem,48,0.303096,0.267273,0.610847
Shmem,64,0.295660,0.260004,0.604724
Shmem,32,0.303847,0.262331,0.658994
Shmem,48,0.378871,0.270741,0.517559
Shmem,64,0.299326,0.263035,0.613300
Shmem,128,0.299621,0.263105,0.609261
Shmem,238,0.359535,0.271845,0.520403
Shmem,512,0.302235,0.264905,0.613653
Shmem,1024,0.303284,0.266390,0.616538
All_GPU,32,0.217858,0.016319,0.163080
All_GPU,48,0.223850,0.021716,0.166662
All_GPU,64,0.212947,0.015175,0.154998
All_GPU,128,0.214554,0.015752,0.159371
All_GPU,238,0.170610,0.016840,0.159443
All_GPU,512,0.207781,0.015648,0.160066
All_GPU,1024,0.214855,0.015069,0.159753
Naive,32,0.493948,0.324076,1.198563
Naive,48,0.473372,0.338696,0.764410
Naive,64,0.466047,0.326646,0.749650
Naive,128,0.470217,0.336309,0.843104
Naive,238,0.473575,0.335629,0.873964
Naive,512,0.476341,0.338661,0.906626
Naive,1024,0.468873,0.335175,0.876848
Transpose,32,0.435772,0.304454,0.623313
Transpose,48,0.344497,0.308614,0.645593
Transpose,64,0.430544,0.304551,0.591233
Transpose,128,0.334149,0.297833,0.637382
Transpose,238,0.337034,0.301694,0.636772
Transpose,512,0.373732,0.298126,0.532229
Transpose,1024,0.393491,0.301251,0.717201
Shmem,32,0.311715,0.268312,0.679850
Shmem,48,0.315201,0.271921,0.499133
Shmem,64,0.303652,0.267459,0.610312
Shmem,64,0.365308,0.258749,0.573799
Shmem,128,0.366637,0.259898,0.510401
Shmem,238,0.355886,0.259728,0.504701
Shmem,512,0.292607,0.257743,0.596128
Shmem,1024,0.292457,0.256966,0.602639
Naive,32,0.476175,0.326315,0.979756
Naive,48,0.477909,0.337459,0.893819
Naive,64,0.471149,0.328436,0.959745
Naive,128,0.472696,0.333572,0.782227
Naive,238,0.479984,0.340349,0.793648
Naive,512,0.472124,0.329510,0.911107
Naive,1024,0.476112,0.328849,0.913788
Transpose,32,0.429226,0.301513,0.601506
Transpose,48,0.434682,0.310234,0.571125
Transpose,64,0.428530,0.303109,0.548548
Transpose,128,0.428333,0.304305,0.590184
Transpose,238,0.354776,0.299499,0.534290
Transpose,512,0.430605,0.305936,0.554342
Transpose,1024,0.428199,0.302773,0.546348
Shmem,32,0.381279,0.269280,0.555123
Shmem,48,0.347437,0.269842,0.570333
Shmem,64,0.302332,0.265850,0.609574
All_GPU,32,0.071598,0.029401,0.177261
All_GPU,48,0.062474,0.029905,0.177734
All_GPU,64,0.070763,0.029412,0.176738
All_GPU,128,0.070307,0.029411,0.171990
All_GPU,238,0.060813,0.029520,0.171687
All_GPU,512,0.067331,0.029409,0.163482
All_GPU,1024,0.069107,0.029496,0.175438
